int	string	string
11230165	Mecha/M12/M12_Move/MoveDefinition/M12_MeleeDash2	大红近战中位移1
11230166	Mecha/M12/M12_Move/MoveDefinition/M12_MeleeDash3	大红近战中位移2
11230167	Mecha/M12/M12_SkillB3/M12_SkillB3_SlashProjectile_3	大红近战第二段第三刀
11230168	Mecha/M12/M12_SkillB3/M12_SkillB3_SlashProjectile_4	大红近战第三段第一刀
11230169	Mecha/M12/M12_SkillB3/M12_SkillB3_SlashProjectile_5	大红近战第三段第二刀
11230171	Mecha/M12/M12_SkillB4/M12_SkillB4_EnergyBuff	大红强袭装甲能耗BUFF
11230172	Mecha/M12/M12_SkillB4/M12_SkillB4_Locksetting	大红强袭装甲锁定文件
11230173	Mecha/M12/M12_Move/MoveDefinition/M12_MeleeDash_Ultimate1	大红强袭装甲跳斩刀推
11230174	Mecha/M12/M12_SkillB4/M12_SkillB4_OpenUI	大红强袭装甲开启提示
11230175	Mecha/M12/M12_SkillB4/M12_SkillB4_CloseUI	大红强袭装甲关闭提示
11230176	Mecha/M12/M12_SkillB3/M12_SkillB3_SwitchBuff1	大红近战替换检测BUFF1
11230177	Mecha/M12/M12_SkillB3/M12_SkillB3_SwitchBuff2	大红近战替换检测BUFF2
11230201	Mecha/M12/M12_Move/Boost/M12_Boost	赤霄推进
11230202	Mecha/M12/M12_Move/Boost/M12_BoostBuff	赤霄推进Buff
11230203	Mecha/M12/M12_Move/Boost/M12_BoostDashBuff	赤霄推进短冲Buff
11230204	Mecha/M12/M12_Move/Boost/M12_BoostDashBuff_Fly	赤霄空中推进短冲Buff
11230301	Mecha/M12/M12_Move/Fly/M12_Jump	赤霄跳跃飞行
11230302	Mecha/M12/M12_Move/Fly/M12_FlyBuff	赤霄飞行Buff
11230303	Mecha/M12/M12_Move/Fly/M12_BoostJump	赤霄冲刺飞行技能
11230304	Mecha/M12/M12_Move/Fly/M12_JumpCheckBuff	赤霄跳跃检测Buff
11230401	Mecha/M12/M12_Move/StopFly/M12_StopFly	赤霄停止飞行
11230501	Mecha/M12/M12_Move/DvaDash/M12_DvaDash	赤霄高速飞行
11230601	Mecha/M12/M12_Move/HighSpeedStopFly/M12_HighSpeedStopFly	赤霄快速下落
11230701	Mecha/M12/M12_Move/Dash/M12_SkillDash	赤霄闪避短冲技能配置
11230702	Mecha/M12/M12_Move/Dash/M12_DashBuff	赤霄闪避短冲Buff
11230703	Mecha/M12/M12_Move/Dash/M12_DashBuff_Fly	赤霄闪避短冲Buff空中
11240101	Test/M12/M12_SkillD1	大红大招
11240102	Test/M12/M12_SkillD1_Projectile	大红大招子弹
11240103	Test/M12/M12_SkillD1_Projectile_Hit	大红大招爆炸子弹
11240106	Test/M12/M12_SkillD1_StopMove_BUFF	大红大招定身BUFF
11240107	Test/M12/M12_SkillD1_Projectile_client	大红大招特效子弹
11240201	Mecha/M12/M12_SkillD1	大红10月破坏炮大照射测试
11240202	Mecha/M12/M12_SkillD1_Unrepelledable	破坏炮大照射免疫击退buff
11240203	Mecha/M12/M12_SkillD1_Projectile	破坏炮发射子弹
11240204	Mecha/M12/M12_SkillD1_Projectile_client	破坏炮特效子弹
11240205	Mecha/M12/M12_SkillD1_Projectile_Hit	破坏炮爆炸子弹
11240208	Mecha/M12/M12_SkillD1_StopMove_BUFF	破坏炮停止移动buff
11240209	Mecha/M12/M12_SkillD1_Projectile_HitOut	破坏炮爆炸子弹（外围）
11240210	Mecha/M12/M12_SkillD1_Locksettings	大招锁定文件
11240211	Mecha/M12/M12_SkillD1_Stiff	大招子弹硬直效果
11240901	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp2_Cg/M12_SkillB_Sp2_Cg	赤霄_特武2_换装1_肩部火箭弹
11240902	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp2_Cg/M12_SkillB_Sp2_Cg_Projectile_Left	飞弹配置_左手
11240903	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp2_Cg/M12_SkillB_Sp2_Cg_Locksettings	锁定配置
11240904	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp2_Cg/M12_SkillB_Sp2_Cg_Projectile_Right	飞弹配置_右手
11250901	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg	赤霄换装，特殊武器3，双直线高爆火箭炮
11250902	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_Projectile	飞弹配置
11250903	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_Locksettings	锁定配置
11250904	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit	飞弹消亡，持续伤害区域配置
11250907	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Short-Range_4	飞弹_近距离配置4
11250908	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_LianFaBuff	赤霄背部磁轨炮_连发标记Buff
11250909	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_BanSkillBuff	赤霄背部磁轨炮_禁用Buff
11250910	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_5	飞弹5配置
11250911	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_6	飞弹6配置
11250912	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Short-Range_5	飞弹5_近距离配置
11250913	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Short-Range_6	飞弹6_近距离配置
11250914	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Locksettings_AirPlane	飞行状态锁定配置
11250915	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit_2	飞弹消亡，持续伤害区域配置2
11250916	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit_3	飞弹消亡，持续伤害区域配置3
11250917	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit_4	飞弹消亡，持续伤害区域配置4
11250918	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit_5	飞弹消亡，持续伤害区域配置5
11250919	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_Projectile_Hit_6	飞弹消亡，持续伤害区域配置6
11250920	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_ProtectBuff	赤霄背部磁轨炮保护buff
11250921	Mecha/M1_202201/M1_Skill_Change/M1_Skill_RB_Cg/M1_Skill_RB_Cg_CountBuff	矛隼右键换装，释放间隔buff
11250922	Mecha/M12/M12_Skill_Change/M12_SkillB_Sp3_Cg/M12_SkillB_Sp3_Cg_CDBuff	赤霄背部磁轨炮射击间隔Buff
11260101	Mecha/M12/M12_PassiveSkillDef/M12_PassiveSkillDef1	赤霄能量判断被动1
11260102	Mecha/M12/M12_Move/MoveDefinition/M12_MeleeDash6	赤霄空中向下劈砍
11260103	Mecha/M12/M12_Move/MoveDefinition/M12_MeleeDash7	赤霄从下往上挑砍
11270101	Test/M12/M12_CrossHair_Dva	大红冲刺准星
11270102	Mecha/M12/M12_CrossHair_Melee	赤霄近战准心
11270105	Mecha/M12/M12_SkillA1_Locksetting	大红激光技能锁定配置
11270201	Test/M12/M12_CrossHair	大红准星
11270202	Mecha/M12/M12_SkillB3/M12_SkillB3_JinYongZuoJianBuff	赤霄右键近战_禁用左键技能buff
11270301	Test/M12/M12_Locksetting	大红锁定
11270302	Mecha/M12/M12_SkillB3/M12_SkillB3_Meleebuff2	大红近战禁用冲刺BUFF
11270303	Mecha/M12/M12_SkillB3/M12_SkillB3_BanSkillBuff	大红近战期间禁用技能Buff
11270304	Mecha/M12/M12_SkillB3/M12_SkillB3_SlashProjectile_6	大红高砍低近战
11270305	Mecha/M12/M12_SkillB3/M12_SkillB3_SlashProjectile_7	大红低砍高近战
11270306	Mecha/M12/M12_SkillB3/M12_SkillB3_Gravity	大红加速重力
14410101	Mecha/M4/M4_SkillA1/M4_SkillA1	M4主武器
14410102	Mecha/M4/M4_SkillA1/M4_SkillA1_Projectile	M4主武器子弹
14410103	Mecha/M4/M4_SkillA1/M4_SkillA1_Buff	M4主武器硬直
14410104	Mecha/M4/M4_SkillA1/M4_SkillA1_Ultimate	M4主武器-炮台
14410105	Mecha/M4/M4_SkillA1/M4_SkillA1_Projectile_Ultimate	M4主武器子弹-炮台
14410106	Mecha/M4/M4_SkillA1/M4_Locksetting_A1	M4主武器锁定配置
14410107	Mecha/M4/M4_SkillA1/M4_Locksetting_A1_Ultimate	M4主武器锁定配置-炮台
14410108	Mecha/M4/M4_SkillA1/M4_SkillA1_Strike	M4主武器-强袭
14410109	Mecha/M4/M4_SkillA1/M4_SkillA1_Projectile_Strike	M4主武器子弹-强袭
14410110	Mecha/M4/M4_SkillA1/M4_Locksetting_A1_Strike	M4主武器锁定-强袭
14420101	Mecha/M4/M4_SkillB2/M4_SkillB2_Open	M4拦截导弹技能
14420102	Mecha/M4/M4_SkillB2/M4_SkillB2_Fire	M4拦截导弹技能开火
14420103	Mecha/M4/M4_SkillB2/M4_SkillB2_BulletLockSetting	M4拦截导弹锁定
14420104	Mecha/M4/M4_SkillB2/M4_SkillB2_Projectile	M4拦截导弹子弹
14420105	Mecha/M4/M4_SkillB2/M4_SkillB2_Open_Ultimate	M4拦截导弹技能-炮台
14420106	Mecha/M4/M4_SkillB2/M4_SkillB2_Fire_Ultimate	M4拦截导弹技能开火-炮台
14420107	Mecha/M4/M4_SkillB2/M4_SkillB2_BulletLockSetting_Ultimate	M4拦截导弹锁定-炮台
14420108	Mecha/M4/M4_SkillB2/M4_SkillB2_Projectile_Ultimate	M4拦截导弹子弹-炮台
14420109	Mecha/M4/M4_SkillB2/M4_SkillB2_UIOpenBuff	M4拦截导弹打开特效
14420110	Mecha/M4/M4_SkillB2/M4_SkillB2_UICloseBuff	M4拦截导弹关闭特效
14420111	Mecha/M4/M4_SkillB2/M4_SkillB2	M4拦截导弹技能-新
14420112	Mecha/M4/M4_SkillB2/M4_SkillB2_Ultimate	M4拦截导弹技能-新-炮台
14420114	Mecha/M4/M4_SkillB2/M4_SkillB2_Projectile_Right	拦截弹子弹 - 右
14420201	Mecha/M4/M4_SkillB3_Shield/M4_SkillB3_Shield	M4双盾技能
14420202	Mecha/M4/M4_SkillB3_Shield/M4_SkillB3_Shield_Left	M4双盾技能-左盾
14420203	Mecha/M4/M4_SkillB3_Shield/M4_SkillB3_Shield_Right	M4双盾技能-右盾
14420204	Mecha/M4/M4_SkillB3_Shield/M4_ShieldBuff0_left	M4盾状态0buff-左边
14420205	Mecha/M4/M4_SkillB3_Shield/M4_ShieldBuff1	M4盾状态1buff
14420206	Mecha/M4/M4_SkillB3_Shield/M4_ShieldBuff0_right	M4盾状态0buff-右边
14440101	Mecha/M4/M4_SkillStrike/M4_SkillStrike	M4强袭装备大招
14440102	Mecha/M4/M4_SkillStrike/M4_SkillStrikeNull	M4强袭装备大招-stage1占位
14440103	Mecha/M4/M4_SkillStrike/M4_SkillStrike_Buff	M4强袭装备大招Buff
14440104	Mecha/M4/M4_SkillStrike/M4_SkillStrike_OpenUI	M4强袭装备大招开启提示
14440105	Mecha/M4/M4_SkillStrike/M4_SkillStrike_CloseUI	M4强袭装备大招关闭提示
14470101	Mecha/M4/M4_CrossHair/M4_CrossHair	M4瞄准框
14470102	Mecha/M4/M4_CrossHair/M4_CrossHair_Dva	M4瞄准框-炮台
14470201	Mecha/M4/M4_Reload/M4_Reload	M4装弹
14480101	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster	M4子母弹
14480102	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_Projectile_MU	M4子母弹子弹-母
14480103	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_Projectile_ZI	M4子母弹子弹_子1
14480104	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Locksetting	M4子母弹技能锁定
14480106	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_Projectile_ZI2	M4子母弹子弹_子2
14480107	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_Projectile_ZI3	M4子母弹子弹_子3
14480108	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_Projectile_ZI4	M4子母弹子弹_子4
14480109	Mecha/M4/M4_SkillB1_Cluster/M4_SkillB1_Cluster_CDBuff	子母弹发射间隔时间标记buff
14480201	Mecha/M4/M4_SkillD1/M4_SkillD1	M4变形
14480202	Mecha/M4/M4_SkillD1/M4_SkillD1_Buff	M4变形Buff
16110101	Test/M1Test/M1_SkillA1	小白主武器左键
16110102	Test/M1Test/M1_SkillA1_Projectile	小白主武器子弹
16120101	Test/M1Test/M1_SkillB1	小白导弹
16120104	Test/M1Test/M1_SkillB1_Projectile1	小白导弹子弹1
16120105	Test/M1Test/M1_SkillB1_Slower_BUFF	小白导弹减速BUFF
16120201	Test/M1Test/M1_SkillB1_Projectile	小白导弹子弹
16120301	Test/M1Test/M1_Shieldcharger	小白右键护盾回复
16120302	Test/M1Test/M1_Shieldcharger_BUFF	小白右键护盾回复BUFF
16120401	Test/M1Test/M1_SkillB3_Scan	小白扫描技能
16140101	Test/M1Test/M1_SkillD1	小白大招
16140102	Test/M1Test/M1_SkillD1_BUFF	小白大招BUFF
16140201	Test/M1Test/M1_SkillA1_Ultimate	小白大招主武器
16140202	Test/M1Test/M1_SkillA1_Projectile_Ultimate	小白大招主武器子弹
16140301	Test/M1Test/M1_SkillB1_Ultimate	小白大招导弹
16140302	Test/M1Test/M1_SkillB1_Projectile_Ultimate	小白大招导弹子弹
16140303	Test/M1Test/M1_SkillB1_Projectile_Ultimate1	小白大招导弹子弹1
16140305	Test/M1Test/M1_SkillD1_BanAbilityBUFF	小白大招禁用技能BUFF
16170101	Test/M1Test/M1_CrossHair_DvaTest	小白冲刺准星
16170201	Test/M1Test/M1_CrossHairTest	小白准星
16170301	Test/M1Test/M1Test_Locksetting	小白锁定
16170401	Test/M1Test/M1Test_Locksetting_Ultimate	小白大招锁定
16220101	BulletTest/CurveBullet/BulletTest_Curved	子弹性能测试碰撞半径静止子弹（未配置碰撞曲线）
16220102	BulletTest/CurveBullet/BulletTest_Curved_Locksettings	子弹性能测试碰撞半径技能瞄准
16220103	BulletTest/CurveBullet/BulletTest_Curved_Projectile	子弹性能测试子弹发射未配置曲线子弹
16220104	BulletTest/CurveBullet/BulletTest_Curved_Projectile_Hit	子弹性能测试静态子弹（未配置碰撞曲线）
16220105	BulletTest/CurveBullet/BulletTest_Curved_Projectile_HitOut	子弹性能测试动态子弹（配置碰撞曲线）
16220106	BulletTest/CurveBullet/BulletTest_Curved_Dynamic	子弹性能测试碰撞半径扩张型子弹（配置碰撞曲线）
16220107	BulletTest/CurveBullet/BulletTest_Curved_Projectile_Dynamic	子弹性能测试子弹发射配置曲线子弹
16220108	BulletTest/PenetrateBullet/BulletTestPenetrate	子弹性能测试用穿透子弹技能
16220109	BulletTest/PenetrateBullet/BulletTestPenetrate_Projectile_Penetrate	子弹性能测试用穿透子弹
16220110	BulletTest/PenetrateBullet/BulletTestPenetrate_Normal	子弹性能测试用非穿透子弹技能
16220111	BulletTest/PenetrateBullet/BulletTestPenetrate_Projectile_Normal	子弹性能测试用非穿透子弹
16220112	BulletTest/BulletTestMecha/BulletTestMecha_Jump	子弹性能测试机甲跳跃
16220113	BulletTest/BulletTestMecha/BulletTestMecha_FlyBuff	子弹性能测试机甲飞行Buff
16220114	BulletTest/BulletTestMecha/BulletTestMecha_StopFly	子弹性能测试机甲快速下落
16220115	BulletTest/BulletTestMecha/BulletTestMecha_StopFlyMove	子弹性能测试机甲快速下落移动
16230101	BulletTest/BulletTestMecha/BulletTestMecha_NormalMove	子弹性能测试用机甲普通移动
16230201	BulletTest/BulletTestMecha/BulletTestMecha_JumpMove	子弹性能测试用机甲跳跃
16230202	BulletTest/BulletTestMecha/ArtModelTestNewMoveComponent	移动组件数据
16230203	BulletTest/BulletTestMecha/ArtModelTestOldMoveComponent	移动组件数据
16230204	BulletTest/BulletTestMecha/BulletTestMechaMoveComponent	移动组件数据
18210101	Mecha/M12/M12_SkillA1	大红特殊武器激光炮
18210102	Mecha/M12/M12_SkillA1_Projectile_Left	大红激光炮子弹左
18210103	Mecha/M12/M12_SkillA1_Projectile_Right	大红激光炮子弹右
18210104	Mecha/M12/M12_SkillA1_Timer_BUFF	大红激光炮减速BUFF
18220101	Mecha/M12/M12_SkillB1	赤霄_特武1_能量护盾
18220102	Mecha/M12/M12_SkillB1_BUFF	赤霄_特武1_能量护盾_标记buff
18220103	Mecha/M12/M12_Shield	大红球形护盾
18230101	Mecha/M12/M12_SkillB2	大红导弹
18230102	Mecha/M12/M12_SkillB2_Locksettings	大红导弹锁定
18230103	Mecha/M12/M12_SkillB2_Projectile	大红导弹子弹
18270101	Mecha/M12/M12_SkillA2/M12_SkillA2_Locksetting	大红锁定
18270102	Mecha/M12/M12_CrossHair	大红准星
18270103	Mecha/M12/M12_CrossHair_Dva	大红冲刺准星
18270104	Mecha/M12/M12_SkillA2/M12_SkillA2_LianFaBuff	赤霄左键手炮_连发标记buff
18270105	Mecha/M12/M12_SkillA2/M12_SkillA2_JinYongJinZhanBuff	赤霄左键手炮_换弹时禁用近战技能buff
19920101	Mecha/M5/M5_SkillB1_TEST/M5_SkillB1_TEST	小花UAV测试技能
19920102	Mecha/M5/M5_SkillB1_TEST/M5_SkillB1_TEST_UAV_Left	小花测试UAV左
19920103	Mecha/M5/M5_SkillB1_TEST/M5_SkillB1_TEST_UAV_Right	小花测试UAV右
19930101	Test/M1Test/Move/Boost/M1_SkillC1_Boost	矛隼冲刺配置
19930103	Test/M1Test/Move/Boost/M1_SkillC1_BoostSpeedBuff	矛隼冲刺buff
19930104	Test/M1Test/Move/Boost/M1_SkillC1_BoostBanWeapon	矛隼冲刺禁用技能Buff
19930105	Test/M1Test/Move/Dash/M1_SkillC1_Dash	矛隼短冲
19930107	Test/M1Test/Move/Dash/M1_SkillC1_BanRecover_Buff	矛隼禁用能量恢复Buff
19930108	Test/M1Test/Move/Fly/M1_SkillC1_Jump	矛隼跳跃
19930110	Test/M1Test/Move/Fly/M1_SkillC1_DirectFly	矛隼飞行
19930112	Test/M1Test/Move/Fly/M1_SkiilC1_FlyBuff	矛隼飞行Buff
19930113	Test/M1Test/Move/Fly/M1_SkillC1_StopFlyBuff	矛隼停止飞行Buff
19930114	Test/M1Test/Move/Dva_Dash/M1_SkillC1_DvaDash	矛隼长冲
19930116	Test/M1Test/Move/Dva_Dash/M1_SkillC1_DvaDashBuff	矛隼长冲耗能Buff
19930117	Test/M1Test/Move/StopFly/StopFly	矛隼停止飞行
19930118	Test/M1Test/Move/HighStopFly/M1_HighSpeedStopFly	矛隼快速下落
19930119	Test/M1Test/Move/AirPlane/M1_SkillC1_AirPlane	矛隼飞机模式推进技能
19930120	Test/M1Test/Move/AirPlane_Test/M1_AirPlane_Test	矛隼飞机模式测试版
19930122	Test/M1Test/Move/AirPlane/M1_SkillC1_AirPlaneBuff	矛隼飞机模式Buff
19930123	Test/M1Test/Move/AirPlane/M1_SkillC1_AirPlaneBuffFast	矛隼飞机模式快速Buff
19930124	Test/M1Test/Move/AirPlane_Test/M1_AirPlaneDash	矛隼飞机模式翻滚
19930125	Test/M1Test/M1_PassiveSkillDef1	矛隼能量被动判断1
19930126	Test/M1Test/Move/M1_NormalMove	矛隼测试版普通移动
19930127	Test/M1Test/Move/M1_JumpMove	矛隼测试版跳跃
19930128	Test/M1Test/Move/M1_FlyMove	矛隼测试版飞行
19930129	Test/M1Test/Move/M1_BoostMove	矛隼测试版冲刺移动
19930130	Test/M1Test/Move/M1_BoostJump	矛隼测试版冲刺跳跃
19930131	Test/M1Test/Move/M1_BoostFly	矛隼测试版冲刺飞行
19930132	Test/M1Test/Move/Fly/M1_SkillC1_BoostJump	矛隼测试版冲刺跳跃技能
19930133	Test/M1Test/Move/M1_BoostDef	矛隼测试版冲刺
19930134	Test/M1Test/Move/M1TestMoveComponent	移动组件数据
19930135	Mecha/Common/MoveDefinition/Move_Buff	移动buff
19930136	Mecha/Common/MoveDefinition/Move_Judge_Buff	移动buff
19930137	Mecha/Common/Control_Judge	控制判断buff
19930201	Test/M12/Move/NormalMoveDefinition	新版移动测试一普通移动
19930202	Test/M12/Move/JumpMoveDefinition	新版移动测试一跳跃
19930203	Test/M12/Move/FlyMoveDefinition	新版移动测试一飞行
19930204	Test/M12/Move/NewStiffingDefinition	新版移动测试一落地硬直
19930205	Test/M12/Move/Boost/M12_SkillC1_BoostTest1	新版移动测试一冲刺触发
19930206	Test/M12/Move/M12_BoostMoveDef	新版移动测试一冲刺普通移动
19930207	Test/M12/Move/M12_BoostJumpDef	新版移动测试一冲刺跳跃
19930208	Test/M12/Move/M12_BoostFlyDef	新版移动测试一冲刺飞行
19930210	Test/M12/Move/StiffDefinitionTest	新版移动测试一硬直
19930211	Test/M12/Move/NewBreakdownMoveDefinition	新版移动测试一瘫痪
19930212	Test/M12/Move/DvaDashMoveDefinition	新版移动测试一高速飞行
19930213	Test/M12/Move/NewHighSpeedFallMoveDefinition	新版移动测试一快速下落
19930214	Test/M12/Move/M12_BoostDef	新版移动测试一推进冲刺
19930215	Mecha/Common/MoveDefinition/RespawnFly	复活俯冲移动配置
19930216	Mecha/Common/MoveDefinition/BornFly	出生俯冲移动配置
19930217	Test/M12/Move/M12MoveComponent	移动组件数据
19930401	Test/M12/Move/Boost/M12_SkillC1_Boost	赤霄冲刺配置
19930403	Test/M12/Move/Boost/M12_SkillC1_BoostSpeedBuff	赤霄冲刺buff
19930404	Test/M12/Move/Boost/M12_SkillC1_BanRecover_Buff	赤霄禁用能量恢复Buff
19930405	Test/M12/Move/Boost/M12_SkillC1_BoostBanWeapon	赤霄冲刺禁用技能Buff
19930406	Test/M12/Move/Dash/M12_SkillC1_Dash	赤霄短冲
19930408	Test/M12/Move/Dva_Dash/M12_SkillC1_DvaDash	赤霄长冲
19930410	Test/M12/Move/Dva_Dash/M12_SkillC1_DvaDashBuff	赤霄长冲耗能Buff
19930411	Test/M12/Move/Fly/M12_SkillC1_Jump	赤霄跳跃
19930414	Test/M12/Move/Fly/M12_SkillC1_FlyBuff	赤霄飞行Buff
19930415	Test/M12/Move/HighStopFly/M12_HighSpeedStopFly	赤霄快速下落
19930416	Test/M12/Move/StopFly/StopFly	赤霄停止飞行
19930417	Test/M12/M12_PassiveSkillDef1	赤霄能量被动判断1
19930418	Test/M12/Move/Fly/M12_SkillC1_BoostJump	赤霄冲刺跳跃
19980101	Mecha/M12_Test/M12_SkillB1_Test/M12_SkillB1_Test	大红换装测试用立场爆发
19980201	Mecha/M12_Test/M12_SkillB2_Test/M12_SkillB2_Test	大红换装测试用导弹齐射
19980202	Mecha/M12_Test/M12_SkillB2_Test/M12_SkillB2_Locksettings_Test	大红换装测试用导弹锁定
19980203	Mecha/M12_Test/M12_SkillB2_Test/M12_SkillB2_Projectile_Left_Test	大红换装测试用左导弹
19980204	Mecha/M12_Test/M12_SkillB2_Test/M12_SkillB2_Projectile_Right_Test	大红换装测试用右导弹
19980205	Mecha/M12_Test/M12_SkillB2_F	大红换装测试用默认导弹
19980206	Mecha/M12_Test/M12_SkillA1_Test/M12_SkillA1_Test	大红换装用默认激光
19980207	Mecha/M12_Test/M12_SkillA1_Test/M12_SkillA1_Timer_BUFF_Test	大红换装用测试激光
19980208	Mecha/M12_Test/M12_SkillB3_Test/M12_SkillB3_MeleeDashBuff4_Test	大红换装用测试近战冲刺BUFF
20000000	AI/AISkills/AI_Skill_InfiniteEnergy	AI-技能-无限能量
20000001	AI/AISkills/AI_Skill_SAM	AI-技能-拦截导弹
20000002	AI/AISkills/EnableLog	GM-AILogON
20000003	AI/AISkills/EnableLogBuff	GM-AILogOFF
20000004	AI/AISkills/AI_Skill_MarkSelfAI	AI-技能-标记自身为AI
20000005	AI/AISkills/AI_Buff_AIMark	AI-Buff-AI标记
20000006	AI/AISkills/AI_Buff_Energy_L	AI-Buff-回能↑
20000007	AI/AISkills/AI_Buff_Energy_LL	AI-Buff-回能↑↑
20000008	AI/AISkills/AI_Buff_Energy_LLL	AI-Buff-回能↑↑↑
20000009	AI/AISkills/AI_Buff_Energy_S	AI-Buff-回能↓
20000010	AI/AISkills/AI_Buff_Energy_SS	AI-Buff-回能↓↓
20000011	AI/AISkills/AI_Buff_Energy_SSS	AI-Buff-回能↓↓↓
20000012	AI/AISkills/AI_Buff_Shield_L	AI-Buff-回盾↑
20000013	AI/AISkills/AI_Buff_Shield_LL	AI-Buff-回盾↑↑
20000014	AI/AISkills/AI_Buff_Shield_LLL	AI-Buff-回盾↑↑↑
20000015	AI/AISkills/AI_Buff_Shield_S	AI-Buff-回盾↓
20000016	AI/AISkills/AI_Buff_Shield_SS	AI-Buff-回盾↓↓
20000017	AI/AISkills/AI_Buff_Shield_SSS	AI-Buff-回盾↓↓↓
20000018	AI/AISkills/AI_Buff_ATK_L	AI-Buff-伤害+
20000019	AI/AISkills/AI_Buff_ATK_LL	AI-Buff-伤害++
20000020	AI/AISkills/AI_Buff_ATK_LLL	AI-Buff-伤害+++
20000021	AI/AISkills/AI_Buff_ATK_S	AI-Buff-伤害-
20000022	AI/AISkills/AI_Buff_ATK_SS	AI-Buff-伤害--
20000023	AI/AISkills/AI_Buff_ATK_SSS	AI-Buff-伤害---
20000024	AI/AISkills/AI_Buff_DEF_L	AI-Buff-减伤+
20000025	AI/AISkills/AI_Buff_DEF_LL	AI-Buff-减伤++
20000026	AI/AISkills/AI_Buff_DEF_LLL	AI-Buff-减伤+++
20000027	AI/AISkills/AI_Buff_DEF_S	AI-Buff-减伤-
20000028	AI/AISkills/AI_Buff_DEF_SS	AI-Buff-减伤--
20000029	AI/AISkills/AI_Buff_DEF_SSS	AI-Buff-减伤---
111010101	Test/Reload	换弹
111010102	Test/MobilePlatform/Box2	被抓取的箱子
111010103	Test/MobilePlatform/BoxMoveComponent	被抓取的箱子的移动组件
111010104	Test/MobilePlatform/BoxFixedPathMoveDefinition	被抓取的箱子的移动轨迹
111010111	Test/TestItemComponent	道具掉落doodad测试
111010112	BuildingDamage/bigWorld/Bigworld_item_1	大世界野外拾取道具组件
111010113	Level/BUFF_wudi	大场景中立区无敌buff
111010114	Level/Buff_zhongli	中立区buff
111010115	Level/Item/Item_HealthyBuff	回复药buff
111010116	BuildingDamage/bigWorld/Bigworld_Interact_Press0	大世界野外舔包组件1
111010117	BuildingDamage/bigWorld/Bigworld_Doodad_Press_2	大世界野外舔包_玩家
111010118	BuildingDamage/bigWorld/Bigworld_item_2	大世界野外舔包_玩家背包
111010119	BuildingDamage/bigWorld/Bigworld_item_fashejing	发射井道具
111010120	BuildingDamage/bigWorld/Bigworld_Doodad_fashejing	发射井道具掉落
111010121	BuildingDamage/bigWorld/Bigworld_item_huifuyao	修理机器人道具
111010122	BuildingDamage/bigWorld/Bigworld_Doodad_huifuyao	修理机器人道具掉落
111010123	BuildingDamage/bigWorld/Bigworld_item_jiasu	加速道具
111010124	BuildingDamage/bigWorld/Bigworld_Doodad_jiasu	加速道具掉落
