int	string	uint	uint	string	string
1473	Intel Core i5-2500 @ 3.30GHz	4105	1706	台式机	intel core i5-2500
1474	Intel Core i3-7167U @ 2.80GHz	3368	1705	笔记本	intel core i3-7167u
1475	AMD Athlon Silver 3050U	3001	1704	笔记本	amd athlon silver 3050u
1476	Intel Core i7-4712HQ @ 2.30GHz	5295	1704	笔记本	intel core i7-4712hq
1477	Intel Core i3-3225 @ 3.30GHz	2232	1703	台式机	intel core i3-3225
1478	Intel Pentium G4560T @ 2.90GHz	2904	1703	台式机	intel pentium g4560t
1479	Intel Pentium G3220 @ 3.00GHz	1881	1702	台式机	intel pentium g3220
1480	Intel Core i7-6560U @ 2.20GHz	3328	1702	笔记本	intel core i7-6560u
1481	Intel Core i5-2500K @ 3.30GHz	4112	1702	台式机	intel core i5-2500k
1482	Intel Core i5-7Y57 @ 1.20GHz	2734	1701	笔记本	intel core i5-7y57
1483	Intel Core i5-8210Y @ 1.60GHz	2798	1700	笔记本	intel core i5-8210y
1484	AMD Ryzen 3 2200U	3706	1699	笔记本	amd ryzen 3 2200u
1485	Intel Core i7-6500U @ 2.50GHz	3273	1699	笔记本	intel core i7-6500u
1486	AMD Ryzen 3 2200U	3706	1699	笔记本	amd ryzen 3 2200u with radeon vega mobile gfx
1487	AMD EPYC 7401P	28282	1698	台式机	amd epyc 7401p
1488	Intel Xeon Gold 6130T @ 2.10GHz	21804	1698	台式机	intel xeon gold 6130t
1489	Intel Xeon D-1541 @ 2.10GHz	10145	1697	台式机	intel xeon d-1541
1490	Intel Xeon E5-2660 v4 @ 2.00GHz	16029	1697	台式机	intel xeon e5-2660 v4
1491	Intel Core i7-3615QM @ 2.30GHz	5123	1696	笔记本	intel core i7-3615qm
1492	Intel Xeon E5-2696 v2 @ 2.50GHz	14289	1696	台式机	intel xeon e5-2696 v2
1493	Intel Core i3-10100Y @ 1.30GHz	2983	1696	台式机	intel core i3-10100y
1494	Intel Core i5-5350U @ 1.80GHz	2634	1694	笔记本	intel core i5-5350u
1495	MT6883Z/CZA	5665	1694	台式机	mt6883z/cza
1496	Intel Core i3-4570T @ 2.90GHz	3244	1693	台式机	intel core i3-4570t
1497	Intel Xeon E5-2620 v3 @ 2.40GHz	7870	1693	台式机	intel xeon e5-2620 v3
1498	Intel Xeon Silver 4209T @ 2.20GHz	11080	1693	台式机	intel xeon silver 4209t
1499	Intel Celeron G1850 @ 2.90GHz	1899	1691	台式机	intel celeron g1850
1500	Intel Xeon Gold 6238 @ 2.10GHz	27617	1691	台式机	intel xeon gold 6238
1501	Hisilicon Kirin820	3974	1690	台式机	hisilicon kirin820
1502	Intel Xeon Silver 4112 @ 2.60GHz	6420	1690	台式机	intel xeon silver 4112
1503	AMD EPYC 7452	41871	1689	台式机	amd epyc 7452
1504	Intel Core i7-3630QM @ 2.40GHz	5116	1689	笔记本	intel core i7-3630qm
1505	Intel Core i3-6100E @ 2.70GHz	3315	1688	笔记本	intel core i3-6100e
1506	Intel Core i5-4210M @ 2.60GHz	2872	1688	笔记本	intel core i5-4210m
1507	Intel Xeon E5-2658A v3 @ 2.20GHz	14879	1688	台式机	intel xeon e5-2658a v3
1508	Intel Core i5-4210M @ 2.60GHz	2872	1688	笔记本	intel aore i5-4210m
1509	Intel Xeon E5-2650 v2 @ 2.60GHz	10001	1686	台式机	intel xeon e5-2650 v2
1510	AMD PRO A12-9800	3758	1685	台式机	amd pro a12-9800
1511	Intel Core i5-3330S @ 2.70GHz	3813	1685	台式机	intel core i5-3330s
1512	AMD Ryzen 5 PRO 1600	10401	1685	台式机	amd ryzen 5 pro 1600
1513	AMD PRO A12-9800	3758	1685	台式机	amd pro a12-9800 r7
1514	AMD PRO A12-9800	3758	1685	台式机	"amd pro a12-9800 r7, 12 compute cores 4c+8g"
1515	Intel Core i3-3250T @ 3.00GHz	2650	1684	台式机	intel core i3-3250t
1516	Intel Xeon E5-2670 v3 @ 2.30GHz	13651	1682	台式机	intel xeon e5-2670 v3
1517	Intel Xeon E5-1410 v2 @ 2.80GHz	5436	1681	台式机	intel xeon e5-1410 v2
1518	Intel Core i5-2450P @ 3.20GHz	4175	1680	台式机	intel core i5-2450p
1519	Intel Core i7-4702MQ @ 2.20GHz	5115	1680	笔记本	intel core i7-4702mq
1520	Intel Core i7-3612QE @ 2.10GHz	4929	1678	笔记本	intel core i7-3612qe
1521	Intel Xeon E3-1268L v3 @ 2.30GHz	5475	1678	台式机	intel xeon e3-1268l v3
1522	AMD FX-9370 Eight-Core	6002	1677	台式机	amd fx-9370 eight-core
1523	SM8325	4596	1677	台式机	sm8325
1524	AMD FX-9370 Eight-Core	6002	1677	台式机	amd fx-9370
1525	Intel Core i5-6300U @ 2.40GHz	3242	1676	笔记本	intel core i5-6300u
1526	AMD Athlon X4 845	3784	1675	台式机	amd athlon x4 845
1527	AMD Athlon X4 845	3784	1675	台式机	amd athlon x4 845 quad core
1528	Intel Xeon E5-2649 v3 @ 2.30GHz	12399	1674	台式机	intel xeon e5-2649 v3
1529	Intel Core i5-2500S @ 2.70GHz	3431	1673	台式机	intel core i5-2500s
1530	Intel Celeron G3930T @ 2.70GHz	2059	1673	台式机	intel celeron g3930t
1531	AMD EPYC 7251	14935	1671	台式机	amd epyc 7251
1532	Intel Core i3-7100H @ 3.00GHz	3430	1668	笔记本	intel core i3-7100h
1533	Intel Core i7-4702HQ @ 2.20GHz	5442	1668	笔记本	intel core i7-4702hq
1534	Intel Xeon Silver 4114 @ 2.20GHz	12883	1667	台式机	intel xeon silver 4114
1535	Intel Core i5-L16G7 @ 1.40GHz	3458	1665	笔记本	intel core i5-l16g7
1536	AMD Ryzen Embedded R1305G	3109	1665	笔记本	amd ryzen embedded r1305g
1537	AMD A6-9400	2717	1664	笔记本	amd a6-9400
1538	Intel Core i5-6198DU @ 2.30GHz	3169	1663	笔记本	intel core i5-6198du
1539	Intel Xeon E5-2687W @ 3.10GHz	9932	1663	台式机	intel xeon e5-2687w
1540	Samsung Exynos 9820	3730	1663	台式机	samsung exynos 9820
1541	Intel Xeon E5-2687W @ 3.10GHz	9932	1663	台式机	intel xeon e5-2687w 0
1542	AMD PRO A10-9700	3680	1662	台式机	amd pro a10-9700
1543	AMD PRO A10-9700	3680	1662	台式机	amd pro a10-9700 r7
1544	AMD PRO A10-9700	3680	1662	台式机	"amd pro a10-9700 r7, 10 compute cores 4c+6g"
1545	Intel Xeon E5-2676 v3 @ 2.40GHz	13855	1661	台式机	intel xeon e5-2676 v3
1546	Intel Core i7-3610QM @ 2.30GHz	5094	1660	笔记本	intel core i7-3610qm
1547	Intel Core i7-995X @ 3.60GHz	7297	1659	台式机	intel core i7-995x
1548	Intel Core i3-4350T @ 3.10GHz	2888	1656	笔记本	intel core i3-4350t
1549	Intel Xeon E5-2690 @ 2.90GHz	9823	1656	台式机	intel xeon e5-2690
1550	Intel Xeon E5-2690 @ 2.90GHz	9823	1656	台式机	intel xeon e5-2690 0
1551	Intel Core i5-6260U @ 1.80GHz	3198	1654	笔记本	intel core i5-6260u
1552	Intel Xeon E3-1268L v5 @ 2.40GHz	6079	1654	笔记本	intel xeon e3-1268l v5
1553	Intel Core i7-3635QM @ 2.40GHz	4600	1652	笔记本	intel core i7-3635qm
1554	vendor Kirin820	4472	1652	台式机	vendor kirin820
1555	Intel Core i5-6400T @ 2.20GHz	4321	1649	台式机	intel core i5-6400t
1556	Intel Core i5-4590T @ 2.00GHz	4025	1648	台式机	intel core i5-4590t
1557	Intel Xeon E3-1230 @ 3.20GHz	5070	1648	台式机	intel xeon e3-1230
1558	Intel Xeon E5-1607 v2 @ 3.00GHz	4273	1648	台式机	intel xeon e5-1607 v2
1559	Intel Xeon E3-1230 @ 3.20GHz	5070	1648	台式机	intel xeon e31230
1560	Intel Xeon D-1548 @ 2.00GHz	9075	1647	台式机	intel xeon d-1548
1561	Intel Core i7-5500U @ 2.40GHz	2753	1645	笔记本	intel core i7-5500u
1562	Intel Core i5-5300U @ 2.30GHz	2744	1645	笔记本	intel core i5-5300u
1563	"Qualcomm Technologies, Inc LAGOON"	3313	1642	台式机	"qualcomm technologies, inc lagoon"
1564	Intel Core i5-3340M @ 2.70GHz	2667	1641	笔记本	intel core i5-3340m
1565	Intel Xeon E3-1265L V2 @ 2.50GHz	5026	1641	台式机	intel xeon e3-1265l v2
1566	MT6877T	4521	1640	台式机	mt6877t
1567	AMD PRO A6-8570	1887	1639	台式机	amd pro a6-8570
1568	AMD PRO A6-8570	1887	1639	台式机	amd pro a6-8570 r5
1569	AMD PRO A6-8570	1887	1639	台式机	"amd pro a6-8570 r5, 8 compute cores 2c+6g"
1570	Intel Core i5-4288U @ 2.60GHz	2668	1638	笔记本	intel core i5-4288u
1571	Intel Xeon E5-2643 @ 3.30GHz	5489	1638	台式机	intel xeon e5-2643
1572	Intel Xeon E5-2643 @ 3.30GHz	5489	1638	台式机	intel xeon e5-2643 0
1573	AMD Athlon X4 950	3550	1637	台式机	amd athlon x4 950
1574	Intel Core i3-4130T @ 2.90GHz	2883	1637	台式机	intel core i3-4130t
1575	AMD Athlon X4 950	3550	1637	台式机	amd athlon x4 950 quad core
1576	AMD Athlon X4 950	3550	1637	台式机	amd athlon x4 970 quad core
1577	AMD EPYC 7281	21981	1636	台式机	amd epyc 7281
1578	Intel Core i7-4600U @ 2.10GHz	2693	1636	笔记本	intel core i7-4600u
1579	Hisilicon Kirin 990	3794	1634	台式机	hisilicon kirin 990
1580	"Qualcomm Technologies, Inc SDM765G 5G"	3354	1634	台式机	"qualcomm technologies, inc sdm765g 5g"
1581	Intel Xeon E5-2650 v3 @ 2.30GHz	11833	1632	台式机	intel xeon e5-2650 v3
1582	Rockchip RK3588	6039	1632	台式机	rockchip rk3588
1583	Intel Xeon E5-2650 v3 @ 2.30GHz	11833	1632	台式机	intel xeon e5-2652 v3
1584	AMD FX-8370 Eight-Core	6160	1631	台式机	amd fx-8370 eight-core
1585	Intel Core i5-4570TE @ 2.70GHz	3106	1631	台式机	intel core i5-4570te
1586	AMD FX-8370 Eight-Core	6160	1631	台式机	amd fx-8370
1587	AMD Athlon X4 880K	3664	1630	台式机	amd athlon x4 880k
1588	Intel Xeon E5-2620 v4 @ 2.10GHz	9224	1630	台式机	intel xeon e5-2620 v4
1589	AMD Athlon X4 880K	3664	1630	台式机	amd athlon x4 880k quad core
1590	AMD A6-6420B APU	1550	1629	台式机	amd a6-6420b
1591	Intel Xeon X5687 @ 3.60GHz	5288	1629	台式机	intel xeon x5687
1592	Intel Xeon E5-2670 v2 @ 2.50GHz	11534	1628	台式机	intel xeon e5-2670 v2
1593	AMD A10-6800B APU	2944	1628	台式机	amd a10-6800b
1594	Intel Xeon E5-2695 v2 @ 2.40GHz	13497	1626	台式机	intel xeon e5-2695 v2
1595	Intel Core i7-7Y75 @ 1.30GHz	2703	1625	台式机	intel core i7-7y75
1596	AMD A8-7680	3501	1625	笔记本	amd a8-7680
1597	AMD A8-7680	3501	1625	笔记本	amd a8-7680 radeon r7
1598	AMD A8-7680	3501	1625	笔记本	"amd a8-7680 radeon r7, 10 compute cores 4c+6g"
1599	Intel Core m3-7Y32 @ 1.10GHz	2814	1624	笔记本	intel core m3-7y32
1600	AMD PRO A6-8550B	1885	1623	台式机	amd pro a6-8550b
1601	AMD PRO A6-8550B	1885	1623	台式机	"amd pro a6-8550b r5, 6 compute cores 2c+4g"
1602	Intel Core i3-4150T @ 3.00GHz	2894	1622	台式机	intel core i3-4150t
1603	Intel Xeon E5-1603 v3 @ 2.80GHz	4465	1622	台式机	intel xeon e5-1603 v3
1604	Intel Xeon E5-2699C v4 @ 2.20GHz	20079	1622	台式机	intel xeon e5-2699c v4
1605	AMD A6-9500	1870	1621	台式机	amd a6-9500
1606	Intel Xeon E3-1230L v3 @ 1.80GHz	5270	1621	台式机	intel xeon e3-1230l v3
1607	AMD A6-9500	1870	1621	台式机	amd a6-9500 radeon r5
1608	AMD A6-9500	1870	1621	台式机	"amd a6-9500 radeon r5, 8 compute cores 2c+6g"
1609	Intel Core i5-4230U @ 1.90GHz	1853	1620	笔记本	intel core i5-4230u
1610	Intel Xeon E5-4620 v2 @ 2.60GHz	9540	1620	台式机	intel xeon e5-4620 v2
1611	Intel Xeon E5-2683 v3 @ 2.00GHz	15128	1619	台式机	intel xeon e5-2683 v3
1612	AMD A12-9800	3480	1619	台式机	amd a12-9800
1613	AMD A12-9800	3480	1619	台式机	amd a12-9800 radeon r7
1614	AMD A12-9800	3480	1619	台式机	"amd a12-9800 radeon r7, 12 compute cores 4c+8g"
1615	Intel Xeon E3-1235 @ 3.20GHz	5030	1618	台式机	intel xeon e3-1235
1616	Intel Xeon X5690 @ 3.47GHz	6954	1618	台式机	intel xeon x5690
1617	"Qualcomm Technologies, Inc SDM720G"	3233	1618	台式机	"qualcomm technologies, inc sdm720g"
1618	Intel Xeon E3-1235 @ 3.20GHz	5030	1618	台式机	intel xeon e31235
1619	Samsung Exynos 9825	3649	1617	台式机	samsung exynos 9825
1620	Intel Pentium N6415 @ 1.20GHz	3760	1616	台式机	intel pentium n6415
1621	Intel Core i3-6100TE @ 2.70GHz	3085	1615	台式机	intel core i3-6100te
1622	Intel Pentium G3440T @ 2.80GHz	2107	1615	台式机	intel pentium g3440t
1623	Intel Core i7-4765T @ 2.00GHz	5082	1614	台式机	intel core i7-4765t
1624	Intel Xeon W3690 @ 3.47GHz	7222	1614	台式机	intel xeon w3690
1625	"Qualcomm Technologies, Inc SM8150_Plus"	4034	1614	台式机	"qualcomm technologies, inc sm8150_plus"
1626	Intel Xeon E5-2686 v4 @ 2.30GHz	16745	1613	台式机	intel xeon e5-2686 v4
1627	Intel Xeon E7-8880 v3 @ 2.30GHz	18244	1612	台式机	intel xeon e7-8880 v3
1628	AMD PRO A10-8850B	3752	1611	台式机	amd pro a10-8850b
1629	AMD PRO A10-8850B	3752	1611	台式机	"amd pro a10-8850b r7, 12 compute cores 4c+8g"
1630	AMD A10-6700 APU	3108	1610	台式机	amd a10-6700
1631	Intel Xeon X5677 @ 3.47GHz	5056	1609	台式机	intel xeon x5677
1632	AMD A10-9700	3527	1608	台式机	amd a10-9700
1633	AMD A6-6400B APU	1616	1608	台式机	amd a6-6400b
1634	AMD A10-9700	3527	1608	台式机	amd a10-9700 radeon r7
1635	AMD A10-9700	3527	1608	台式机	"amd a10-9700 radeon r7, 10 compute cores 4c+6g"
1636	Intel Core i5-2380P @ 3.10GHz	3797	1607	台式机	intel core i5-2380p
1637	Intel Xeon D-1540 @ 2.00GHz	10040	1607	台式机	intel xeon d-1540
1638	Intel Core i5-3320M @ 2.60GHz	2637	1606	笔记本	intel core i5-3320m
1639	Intel Core i5-4200M @ 2.50GHz	2783	1606	笔记本	intel core i5-4200m
1640	Intel Pentium J6426 @ 2.00GHz	4176	1605	台式机	intel pentium j6426
1641	AMD A12-9800E	3447	1604	台式机	amd a12-9800e
1642	Intel Xeon E-2276ME @ 2.80GHz	8167	1604	台式机	intel xeon e-2276me
1643	AMD A12-9800E	3447	1604	台式机	amd a12-9800e radeon r7
1644	AMD A12-9800E	3447	1604	台式机	"amd a12-9800e radeon r7, 12 compute cores 4c+8g"
1645	AMD A10-6800K APU	3184	1603	台式机	amd a10-6800k
1646	Intel Pentium G2030 @ 3.00GHz	1715	1603	台式机	intel pentium g2030
1647	AMD Ryzen Embedded V1202B	3532	1600	笔记本	amd ryzen embedded v1202b
1648	AMD FX-4350 Quad-Core	3252	1599	台式机	amd fx-4350 quad-core
1649	AMD FX-4350 Quad-Core	3252	1599	台式机	amd fx-4350
1650	"Vili based on Qualcomm Technologies, Inc SM8350"	5299	1598	台式机	"vili based on qualcomm technologies, inc sm8350"
1651	Intel Celeron G1840 @ 2.80GHz	1775	1597	台式机	intel celeron g1840
1652	AMD A6-7480	1873	1596	台式机	amd a6-7480
1653	AMD A6-7480	1873	1596	台式机	amd a6-7480 radeon r5
1654	AMD A6-7480	1873	1596	台式机	"amd a6-7480 radeon r5, 8 compute cores 2c+6g"
1655	"Qualcomm Technologies, Inc ATOLL-AB"	3450	1592	台式机	"qualcomm technologies, inc atoll-ab"
1656	Intel Core i7-3687U @ 2.10GHz	2619	1591	笔记本	intel core i7-3687u
1657	Intel Xeon E3-1505L v5 @ 2.00GHz	5301	1590	笔记本	intel xeon e3-1505l v5
1658	Intel Celeron N6211 @ 1.20GHz	2245	1586	台式机	intel celeron n6211
1659	Intel Xeon Silver 4110 @ 2.10GHz	10125	1586	台式机	intel xeon silver 4110
1660	Intel Core i3-9100TE @ 2.20GHz	4501	1585	笔记本	intel core i3-9100te
1661	Intel Core i5-4350U @ 1.40GHz	2425	1585	笔记本	intel core i5-4350u
1662	Intel Core i7-990X @ 3.47GHz	7088	1585	台式机	intel core i7-990x
1663	Intel Core i7-990X @ 3.47GHz	7088	1585	台式机	intel core i7 x 990
1664	Intel Core i5-7Y54 @ 1.20GHz	2775	1584	笔记本	intel core i5-7y54
1665	Intel Xeon E5-2658 v4 @ 2.30GHz	14434	1583	台式机	intel xeon e5-2658 v4
1666	Intel Core i7-2860QM @ 2.50GHz	4611	1583	笔记本	intel core i7-2860qm
1667	Intel Core i7-4610Y @ 1.70GHz	2446	1583	台式机	intel core i7-4610y
1668	Intel Core i7-3610QE @ 2.30GHz	5026	1582	笔记本	intel core i7-3610qe
1669	Intel Core i7-3632QM @ 2.20GHz	4625	1581	笔记本	intel core i7-3632qm
1670	AMD FX-8350 Eight-Core	6015	1579	台式机	amd fx-8350 eight-core
1671	Intel Core i7-985 @ 3.47GHz	3928	1579	台式机	intel core i7-985
1672	Intel Xeon E5-2689 @ 2.60GHz	9758	1579	台式机	intel xeon e5-2689
1673	vendor Kirin810	4215	1579	台式机	vendor kirin810
1674	AMD FX-9830P	3320	1579	笔记本	amd fx-9830p
1675	AMD FX-9830P	3320	1579	笔记本	amd fx-9830p radeon r7
1676	AMD FX-9830P	3320	1579	笔记本	"amd fx-9830p radeon r7, 12 compute cores 4c+8g"
1677	AMD FX-8350 Eight-Core	6015	1579	台式机	amd fx-8350
1678	Intel Xeon E5-2689 @ 2.60GHz	9758	1579	台式机	intel xeon e5-2689 0
1679	AMD FX-670K Quad-Core	2980	1578	台式机	amd fx-670k quad-core
1680	Intel Core i5-2400 @ 3.10GHz	3845	1578	台式机	intel core i5-2400
1681	Intel Core i5-760S @ 2.53GHz	5440	1578	台式机	intel core i5-760s
1682	AMD FX-670K Quad-Core	2980	1578	台式机	amd fx-670k
1683	AMD A6-7470K	1799	1576	台式机	amd a6-7470k
1684	AMD A6-7470K	1799	1576	台式机	amd a6-7470k radeon r5
1685	AMD A6-7470K	1799	1576	台式机	"amd a6-7470k radeon r5, 6 compute cores 2c+4g"
1686	Intel Core i7-4770TE @ 2.30GHz	4557	1575	台式机	intel core i7-4770te
1687	Intel Core i3-7130U @ 2.70GHz	2986	1574	笔记本	intel core i3-7130u
1688	Intel Core i5-6200U @ 2.30GHz	3007	1574	笔记本	intel core i5-6200u
1689	Intel Pentium G3250T @ 2.80GHz	1742	1573	台式机	intel pentium g3250t
1690	Intel Xeon E5-2630 v2 @ 2.60GHz	7511	1573	台式机	intel xeon e5-2630 v2
1691	Intel Xeon X5672 @ 3.20GHz	4991	1573	台式机	intel xeon x5672
1692	"Qualcomm Technologies, Inc SM7125"	3272	1573	台式机	"qualcomm technologies, inc sm7125"
1693	Intel Xeon E3-1225 @ 3.10GHz	3829	1573	台式机	intel xeon e3-1225
1694	Intel Xeon E3-1225 @ 3.10GHz	3829	1573	台式机	intel xeon e31225
1695	Intel Core i7-6822EQ @ 2.00GHz	5241	1572	笔记本	intel core i7-6822eq
1696	Intel Xeon E5-2667 @ 2.90GHz	7477	1571	台式机	intel xeon e5-2667
1697	Intel Xeon E5-2692 v2 @ 2.20GHz	12119	1571	台式机	intel xeon e5-2692 v2
1698	Intel Xeon W5590 @ 3.33GHz	3239	1571	台式机	intel xeon w5590
1699	Intel Xeon E5-2667 @ 2.90GHz	7477	1571	台式机	intel xeon e5-2667 0
1700	Intel Pentium G3420T @ 2.70GHz	1912	1570	台式机	intel pentium g3420t
1701	AMD A10 PRO-7850B APU	3420	1569	台式机	amd a10 pro-7850b
1702	AMD A10 PRO-7850B APU	3420	1569	台式机	amd a10 pro-7850b r7
1703	Intel Pentium G3260T @ 2.90GHz	1755	1568	台式机	intel pentium g3260t
1704	Intel Atom x6413E @ 1.50GHz	4228	1567	台式机	intel atom x6413e
1705	"Qualcomm Technologies, Inc LITO"	3273	1566	台式机	"qualcomm technologies, inc lito"
1706	AMD FX-4330	3225	1565	台式机	amd fx-4330
1707	Intel Core i7-2960XM @ 2.70GHz	4710	1565	笔记本	intel core i7-2960xm
1708	Intel Xeon E5-2470 v2 @ 2.40GHz	10411	1563	台式机	intel xeon e5-2470 v2
1709	Intel Xeon W3580 @ 3.33GHz	3535	1561	台式机	intel xeon w3580
1710	Intel Core i3-2130 @ 3.40GHz	2017	1560	台式机	intel core i3-2130
1711	Intel Core i5-3230M @ 2.60GHz	2522	1560	笔记本	intel core i5-3230m
1712	Intel Pentium G3240T @ 2.70GHz	1755	1558	台式机	intel pentium g3240t
1713	Intel Xeon E3-1220 @ 3.10GHz	3865	1558	台式机	intel xeon e3-1220
1714	Intel Xeon E5-4660 v3 @ 2.10GHz	14256	1558	台式机	intel xeon e5-4660 v3
1715	Intel Xeon E5-2680 @ 2.70GHz	9369	1558	台式机	intel xeon e5-2680
1716	Intel Xeon E3-1220 @ 3.10GHz	3865	1558	台式机	intel xeon e31220
1717	Intel Xeon E5-2680 @ 2.70GHz	9369	1558	台式机	intel xeon e5-2680 0
1718	AMD A6-6420K APU	1539	1557	台式机	amd a6-6420k
1719	Intel Celeron G3900T @ 2.60GHz	2081	1556	台式机	intel celeron g3900t
1720	AMD PRO A10-8770	3515	1555	台式机	amd pro a10-8770
1721	Intel Atom x6425E @ 2.00GHz	3829	1555	台式机	intel atom x6425e
1722	Intel Core i5-680 @ 3.60GHz	2580	1555	台式机	intel core i5-680
1723	Intel Core i5-680 @ 3.60GHz	2580	1555	台式机	intel core i5 680
1724	AMD PRO A10-8770	3515	1555	台式机	amd pro a10-8770 r7
1725	AMD PRO A10-8770	3515	1555	台式机	"amd pro a10-8770 r7, 10 compute cores 4c+6g"
1726	AMD A10-6790K APU	3060	1554	台式机	amd a10-6790k
1727	Intel Core i5-8200Y @ 1.30GHz	2262	1554	笔记本	intel core i5-8200y
1728	Intel Xeon W3680 @ 3.33GHz	6903	1554	台式机	intel xeon w3680
1729	Intel Celeron G1630 @ 2.80GHz	1707	1553	台式机	intel celeron g1630
1730	Intel Xeon E5-4617 @ 2.90GHz	6298	1552	台式机	intel xeon e5-4617
1731	Intel Xeon E5-4617 @ 2.90GHz	6298	1552	台式机	intel xeon e5-4617 0
1732	Intel Core i3-2125 @ 3.30GHz	2093	1550	台式机	intel core i3-2125
1733	Intel Core i3-3240T @ 2.90GHz	2025	1550	台式机	intel core i3-3240t
1734	Intel Core i5-5250U @ 1.60GHz	2496	1550	笔记本	intel core i5-5250u
1735	Intel Core i5-5250U @ 1.60GHz	2496	1550	笔记本	intel i5-5250u
1736	AMD EPYC 7232P	17017	1549	台式机	amd epyc 7232p
1737	Intel Xeon E5-2450 v2 @ 2.50GHz	8896	1549	台式机	intel xeon e5-2450 v2
1738	AMD A10-8750	3243	1548	台式机	amd a10-8750
1739	AMD A10-8750	3243	1548	台式机	amd a10-8750 radeon r7
1740	AMD A10-8750	3243	1548	台式机	"amd a10-8750 radeon r7, 12 compute cores 4c+8g"
1741	Intel Core i5-4258U @ 2.40GHz	2573	1547	笔记本	intel core i5-4258u
1742	Intel Xeon X5679 @ 3.20GHz	7095	1547	台式机	intel xeon x5679
1743	"Qualcomm Technologies, Inc SM7250"	3401	1547	台式机	"qualcomm technologies, inc sm7250"
1744	Intel Celeron N4505 @ 2.00GHz	2378	1546	台式机	intel celeron n4505
1745	Intel Pentium G2020 @ 2.90GHz	1661	1546	台式机	intel pentium g2020
1746	AMD FX-4320	3043	1545	台式机	amd fx-4320
1747	AMD FX-6350 Six-Core	4492	1545	台式机	amd fx-6350 six-core
1748	AMD FX-6350 Six-Core	4492	1545	台式机	amd fx-6350
1749	Snapdragon 8c @ 2.46 GHz	5230	1544	笔记本	snapdragon 8c
1750	AMD Athlon X4 870K	3383	1543	台式机	amd athlon x4 870k
1751	Intel Core i3-6100H @ 2.70GHz	3041	1543	笔记本	intel core i3-6100h
1752	AMD Athlon X4 870K	3383	1543	台式机	amd athlon x4 870k quad core
1753	AMD Athlon X4 870K	3383	1543	台式机	proathlon x4 870k quad core
1754	Intel Core i7-3612QM @ 2.10GHz	4634	1542	笔记本	intel core i7-3612qm
1755	Pentium Dual-Core E6000 @ 3.46GHz	1472	1542	台式机	pentium dual-core e6000
1756	Intel Core i5-3210M @ 2.50GHz	2476	1541	笔记本	intel core i5-3210m
1757	AMD A10-7890K	3482	1541	台式机	amd a10-7890k
1758	AMD A10-7890K	3482	1541	台式机	amd a10-7890k radeon r7
1759	AMD A10-7890K	3482	1541	台式机	"amd a10-7890k radeon r7, 12 compute cores 4c+8g"
1760	Intel Xeon E5-2630L v3 @ 1.80GHz	8915	1540	台式机	intel xeon e5-2630l v3
1761	Intel Celeron N5095A @ 2.00GHz	4254	1539	台式机	intel celeron n5095a
1762	Intel Core i7-4510U @ 2.00GHz	2578	1539	笔记本	intel core i7-4510u
1763	Intel Core i7-8665UE @ 1.70GHz	5017	1538	笔记本	intel core i7-8665ue
1764	AMD A10-8850	3214	1537	台式机	amd a10-8850
1765	AMD A10-8850	3214	1537	台式机	amd a10-8850 radeon r7
1766	AMD A10-8850	3214	1537	台式机	"amd a10-8850 radeon r7, 12 compute cores 4c+8g"
1767	AMD Embedded R-Series RX-421ND	3575	1536	台式机	amd embedded r-series rx-421nd
1768	Intel Core i7-2760QM @ 2.40GHz	4373	1536	笔记本	intel core i7-2760qm
1769	Intel Core i7-4650U @ 1.70GHz	2380	1536	笔记本	intel core i7-4650u
